,t,V,X,S,P,G,Gfed,Gcon,r_V,q_V,r_X,q_X,r_S,q_S,r_P,q_P,r_G,q_G,r_Gfed,q_Gfed,r_Gcon,q_Gcon
55,0.6930972558605015,0.5040758168766943,1.8497689646490871,29.78567976942571,1.7303167653857605,0.8103072600597816,10.180725683295522,9.370418423235748,0.009498358527054052,0.0051348891178179925,1.7665459379495587,0.9550089615027592,-0.44554055101070844,-0.2408628101808543,0.7105233785567862,0.38411466087689333,5.555624302655303,3.0034152420268554,23.72535016441725,12.826115378640326,18.169725861762345,9.822700136613687
56,0.699016510046724,0.5041320401070389,1.8602850530543111,29.783027506769027,1.734545184901772,0.8425810413885901,10.321162141184578,9.478581099795994,0.009498363911362162,0.005105864768287668,1.7765901031418139,0.955009610072885,-0.4480737899129963,-0.240862973756267,0.714350048668905,0.3840003162397335,5.452339148389342,2.930915957980425,23.725363613532863,12.753617288156645,18.273024465143408,9.822701330176159
57,0.7049357642329465,0.5041882633373836,1.8708609263408755,29.780360165767423,1.7387964991723783,0.8742399084512725,10.461598599073579,9.587358690622311,0.009498363911376373,0.005077001597309402,1.7866901730931772,0.955009615058708,-0.45062112855612213,-0.24086297501411275,0.7182178931429348,0.38389699791724324,5.348455407840277,2.858820413926254,23.725363613523996,12.681521795383937,18.37690820568355,9.822701381457593
58,0.7108550184191689,0.5042444865677281,1.8814969245307307,29.77767766066396,1.7430708256175773,0.9052803639697419,10.602035056962396,9.69675469299266,0.009498363911347951,0.005048301587692983,1.7968476864216427,0.9550096324870685,-0.4531829549914619,-0.2408629794090636,0.7221055745752665,0.3837931198082446,5.24398083642339,2.787132292406646,23.725363613493073,12.609833853122286,18.481382777069484,9.822701560715533
59,0.7167742726053914,0.5043007097980727,1.8921933892929776,29.774979905286273,1.7473682821195706,0.9356988937245025,10.742471514851182,9.806772621126685,0.009498363911362162,0.005019763817540472,1.807062921397062,0.9550096367645989,-0.4557593394056312,-0.24086298048844082,0.7260131710505107,0.3836886732395715,5.1389125720537265,2.715849553820655,23.72536361348716,12.538551158532584,18.58645104143352,9.822701604711973
60,0.7226935267916138,0.5043569330284172,1.9029506642729033,29.772266812963586,1.751688987093513,0.9654919631700902,10.882907972740075,9.91741600956999,0.009498363911347951,0.004991387369980594,1.8173362118768637,0.9550096310937457,-0.458350365996921,-0.24086297905786838,0.7299407726059712,0.38358365579849313,5.033247180858297,2.6449698751288677,23.725363613505806,12.46767142151371,18.69211643264748,9.822701546384828
61,0.7286127809778362,0.5044131562587619,1.9137690951248143,29.769538296518427,1.7560330594948987,0.994656017097352,11.02334443062919,10.028688413531842,0.009498363911376373,0.0049631713332463955,1.827667897265144,0.9550096205028042,-0.46095612036970124,-0.24086297638725224,0.7338884705267219,0.3834780655598675,4.926981171909091,2.5744909270717207,23.725363613543323,12.397192364523985,18.798382441633976,9.82270143745213
62,0.7345320351640587,0.5044693794891068,1.924649029512036,29.766794268266626,1.7604006188195607,1.0231874796334433,11.163780888518609,10.14059340888517,0.009498363911404795,0.004935114800547793,1.8380583169659417,0.9550096089113723,-0.46357668812197517,-0.2408629734635346,0.7378563560976659,0.38337190042630137,4.820111054277788,2.5044104043737523,23.725363613594027,12.327111722602854,18.905252559316523,9.82270131822925
63,0.7404512893502811,0.5045256027194516,1.935590817106912,29.76403464001732,1.7647917851036705,1.0510827542418273,11.304217346408372,10.25313459216655,0.009498363911404795,0.004907216870145005,1.8485078103832961,0.9550095991601277,-0.46621215485629364,-0.24086297100392912,0.7418445206037632,0.3832651581353248,4.712633337036408,2.4347260254521585,23.72536361365269,12.257427243385306,19.012730276616367,9.822701217933192
64,0.7591539183462849,0.5047032470957568,1.970573223941288,29.755211727189625,1.7788227255074462,1.134999714252902,11.747944019872023,10.612944305619125,0.00949836391146519,0.004820101986602548,1.8704539795902946,0.9491928322507357,-0.4717471981923609,-0.23939592422190362,0.7502121978024405,0.38070759750909544,4.486907163105556,2.276955308532722,23.72536361377138,12.03982847504593,19.238456450665694,9.762873166513142
65,0.7778565473422886,0.5048808914720625,2.006187876884678,29.74622935557077,1.7930943863715922,1.2124137400222634,12.191670693337244,10.979256953314984,0.009498363911497165,0.004734533600236266,1.9042591793378278,0.9491928454352287,-0.4802732076211669,-0.23939592754740513,0.7630831401935865,0.3803647449901577,4.139205551577952,2.0632193022746925,23.72536361385528,11.826092604396237,19.586158062277264,9.762873302121513
66,0.7965591763382923,0.5050585358483681,2.0424462033353312,29.73708464305665,1.8076106604499136,1.2832072956417244,12.635397366802088,11.352190071160368,0.00949836391149006,0.0046504842555848734,1.9386753840008595,0.9491928751097517,-0.48895331859876023,-0.2393959350313832,0.7761622219754827,0.3800159929343566,3.7852194808862265,1.853277444813446,23.725363613835043,11.616151052150766,19.940144132948944,9.762873607337381
67,0.8152618053342962,0.5052361802246738,2.0793598344877218,29.72777465614371,1.8223754940741952,1.3472607490700348,13.079124040266937,11.731863291196907,0.00949836391149006,0.0045679269907750765,1.9737134902412805,0.949192851331348,-0.497790279373703,-0.23939592903425508,0.7894523078780225,0.37966122783770834,3.4248368741098574,1.6470631091869734,23.725363613835157,11.409936471952783,20.300526739725456,9.762873362765884
68,0.8339644343302999,0.5054138246009794,2.116940613871004,29.718296407775448,1.8373928887427513,1.404452284308328,13.522850713731783,12.11839842942346,0.00949836391149006,0.004486835317558343,2.00938485125873,0.9491928295448973,-0.5067869533361318,-0.23939592353959765,0.8029563475682977,0.3793003650206439,3.0579409584884303,1.4445095617948054,23.725363613835157,11.207382700477051,20.66742265534674,9.762873138682252
69,0.8526670633263036,0.505591468977285,2.155200600413702,29.708646856569516,1.8526669016506845,1.4546578698787846,13.96657738719663,12.511919517317848,0.00949836391149006,0.004407183215180434,2.0457009841169054,0.9491928425243675,-0.5159462452040771,-0.2393959268130486,0.816677319065505,0.3789333201321211,2.684413275865353,1.245551469942086,23.72536361383527,11.008424742124266,21.040950337969775,9.762873272182114
