t,V,G,X,S,P,r_V,r_G,r_X,r_S,r_P,q_G,q_X,q_S,q_P,q_M
0.0,0.5,0.0,1.0,29.99999999999987,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.05327352130912276,0.5002603095539446,0.11150700206620975,1.0528989991538167,29.986657351823332,3.1810870672362177e-6,0.0048862516598074095,1.8335722520710636,1.018447054751556,-0.25688162262458136,6.124442529213979e-5,-9.850410460414738,0.9672789655705755,-0.2439755596984671,5.8167426653556554e-5,3.150004073511368
0.22159792046642196,0.5010827814845799,0.2703095319387846,1.239040709631634,29.939707061768555,1.4374739275341326e-5,0.004886251659928506,6.111102249047632e-11,1.1984980159117775,-0.30229565062192076,7.207180960005583e-5,-9.850410460414738,0.9672789655705755,-0.2439755596984671,5.8167426653556554e-5,3.150004073511368
0.3435893022194309,0.5016788637983384,0.17877021434849003,1.3942364307257118,29.900562239783692,2.370745098884813e-5,0.00488625165957131,-1.5287415544153848,1.3486155724724807,-0.3401596135389214,8.109914534428445e-5,-9.850410460414738,0.9672789655705755,-0.2439755596984671,5.8167426653556554e-5,3.150004073511368
0.39686273006990513,0.5020417963504451,0.33423722661565874,1.467990199967283,29.881959422895825,2.523476506319511e-5,0.006812592428989238,2.5564359011784266,1.4199596106607915,-0.35815455802075113,2.9404928407283253e-5,-9.850412264320152,0.9672813964925138,-0.2439761232928937,2.0030738899309224e-5,3.1500086377029066
0.5651868339328352,0.5031885150639742,0.555645346846371,1.7275159774190756,29.816499575009242,3.0609098849345136e-5,0.0068125924291103385,6.047893335048398e-11,1.670994067099631,-0.42147265109853566,3.4603421500631883e-5,-9.850412264320152,0.9672813964925138,-0.2439761232928937,2.0030738899309224e-5,3.1500086377029066
0.6871780016742791,0.5040195935706998,0.42801797420186805,1.9438957149349416,29.76192239642382,3.50899521509369e-5,0.006812592428753151,-2.131429620115811,1.8802941617762188,-0.474264140617267,3.89376675383317e-5,-9.850412264320152,0.9672813964925138,-0.2439761232928937,2.0030738899309224e-5,3.1500086377029066
0.7404512893502811,0.5045256059911135,0.6447748123270277,2.046725744791841,29.73598571432874,3.701477270144888e-5,0.009498363911368816,3.5642699846612715,1.9797614209107641,-0.49935259835328105,3.705809943238267e-5,-9.850412874973088,0.9672822193939544,-0.24397631173654435,1.8106040584907325e-5,3.1500122849912287
0.9087749503143148,0.5061243986824642,0.9534687239834483,2.4085653986054885,29.64471937818721,4.37878564391965e-5,0.009498363911489912,6.0242455809162e-11,2.3297624843154034,-0.5876329025319762,4.3609582905042304e-5,-9.850412874973088,0.9672822193939544,-0.24397631173654435,1.8106040584907325e-5,3.1500122849912287
1.0307657970693263,0.5072831154861056,0.7755268021940258,2.7102493028366403,29.568626047006266,4.943491676513342e-5,0.009498363911132734,-2.9717110143497845,2.62157596075468,-0.6612366287976633,4.907188393424659e-5,-9.850412874973088,0.9672822193939544,-0.24397631173654435,1.8106040584907325e-5,3.1500122849912287
