t,V,G,X,S,P,r_V,r_G,r_X,r_S,r_P,q_G,q_X,q_S,q_P,q_M
0.0,0.5,0.0,1.0,30.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.054557039412017276,0.5002679624820402,0.11728279281390523,1.0542097635034977,29.986326811907777,2.87108001425678e-6,0.004911569840558201,1.8838890077730053,1.0197315915014433,-0.25720425534196356,5.400744989859456e-5,-9.850422188351391,0.9672947707413819,-0.24397825200099255,5.1230269140602385e-5,3.150003683737789
0.22693687564515022,0.5011146145414554,0.284496296500522,1.2454593334918886,29.938088428745687,1.300011956705656e-5,0.004911569840559873,4.6692072873956955e-11,1.2047263004577586,-0.3038649911236744,6.380521685026113e-5,-9.850422188351391,0.9672947707413819,-0.24397825200099255,5.1230269140602385e-5,3.150003683737789
0.3518673938214594,0.501728221279438,0.18789361039466784,1.405453069392231,29.897733623574805,2.1473774550847298e-5,0.0049115698405549435,-1.5760058460632755,1.359487404545545,-0.34289998313975,7.20017390076936e-5,-9.850422188351391,0.9672947707413819,-0.24397825200099255,5.1230269140602385e-5,3.150003683737789
0.406424433103223,0.502104829971208,0.3527290707043937,1.4816423477122695,29.878516588766747,2.292166898356902e-5,0.006902980904353845,2.647717581128008,1.4331848950505583,-0.36148871103463254,2.7236121559284074e-5,-9.850422188427412,0.9672947707410293,-0.24397838762693622,1.8382386008058875e-5,3.1500079081633707
0.5788042689248033,0.50329475970336,0.5877398014777796,1.7504346421420207,29.810719767585468,2.802977445372538e-5,0.006902980904355516,-1.1362553356093777e-12,1.6931862758679526,-0.4270682216361511,3.217716527303075e-5,-9.850422188427412,0.9672947707410293,-0.24397838762693622,1.8382386008058875e-5,3.1500079081633707
0.7037347868028438,0.5041571551741216,0.45196926050320185,1.975298328658675,29.754002951438352,3.23030644822398e-5,0.006902980904350586,-2.2150022470363844,1.9106957439650756,-0.4819301013083362,3.6310696358731755e-5,-9.850422188427412,0.9672947707410293,-0.24397838762693622,1.8382386008058875e-5,3.1500079081633707
0.7582918259071689,0.5046864610134012,0.6836377623518294,2.082378783283393,29.726994310391383,3.4134530305113924e-5,0.009701815685183248,3.7212427844572034,2.0142741077721684,-0.5080554293282222,3.445142445749661e-5,-9.85042218845821,0.9672947707410416,-0.24397839307944427,1.6544264056433514e-5,3.1500113841801247
0.9306716611681096,0.5063588513998252,1.0139343126534075,2.4601537368134925,29.63170905826775,4.059585809793377e-5,0.009701815685184918,-3.9466942903920923e-11,2.3796938448387954,-0.6002243554361627,4.0701433043789774e-5,-9.85042218845821,0.9672947707410416,-0.24397839307944427,1.6544264056433514e-5,3.1500113841801247
1.0556021786398322,0.5075709077554187,0.8231151906622391,2.7761890936492604,29.551996233543168,4.600121390895213e-5,0.009701815685179988,-3.1130816913518413,2.6853931928753347,-0.6773301539532468,4.593000543702077e-5,-9.85042218845821,0.9672947707410416,-0.24397839307944427,1.6544264056433514e-5,3.1500113841801247
1.1101592174950312,0.5083148222663109,1.1487143938873363,2.926685646278431,29.514036855911982,4.83976584505941e-5,0.013635446593581018,5.230032056155612,2.8309677212508966,-0.7140480689776459,4.5079153132010876e-5,-9.850422188461408,0.9672947707419988,-0.24397839579580569,1.5402799814467327e-5,3.1500158084546177
1.2825390519688271,0.5106652884505322,1.6129306888293087,3.4576306104792267,29.38011790530895,5.68522053433205e-5,0.01363544659358269,-5.978075663033083e-11,3.3445480086741615,-0.8435871695992262,5.325719212878377e-5,-9.850422188461408,0.9672947707419988,-0.24397839579580569,1.5402799814467327e-5,3.1500158084546177
1.407469568870075,0.5123687767629942,1.3447433714141113,3.9018034693294568,29.268085270753105,6.392502930898984e-5,0.01363544659357776,-4.375290184390454,3.7741940923455477,-0.9519557511575497,6.009869775525853e-5,-9.850422188461408,0.9672947707419988,-0.24397839579580569,1.5402799814467327e-5,3.1500158084546177
1.4620266073741273,0.5134143136838539,1.8023577631430896,4.113319309021668,29.21473514706893,6.7094667394734e-5,0.01916398017382692,7.350564527042219,3.9787922580180215,-1.003561054282251,5.9623579431945385e-5,-9.850422188434493,0.9672947707442058,-0.24397839770939136,1.449524701379732e-5,3.1500215109324055
1.6344064407384304,0.5167177835595639,2.454791968368473,4.859537530580458,29.026518347450143,7.827700578386514e-5,0.019163980173828588,-1.465139660787182e-11,4.700605241565941,-1.1856221803197302,7.044019687958303e-5,-9.850422188434493,0.9672947707442058,-0.24397839770939136,1.449524701379732e-5,3.1500215109324055
1.7593369568355846,0.5191119564098494,2.0778672867447368,5.483801631077079,28.869061737952002,8.763181944937834e-5,0.019163980173823657,-6.149264946989714,5.304452641539714,-1.3379291353064027,7.948905921733913e-5,-9.850422188434493,0.9672947707442058,-0.24397839770939136,1.449524701379732e-5,3.1500215109324055
1.8138939948431747,0.5205814094598072,2.7210228221392243,5.781077212734552,28.794080643987023,9.185651630418058e-5,0.02693407455077036,10.33087331083688,5.592005757162995,-1.410457955519777,7.947013002378526e-5,-9.850422188440472,0.9672947707469802,-0.24397839773057275,1.374659550416112e-5,3.1500288633340623
1.9862738266388433,0.5252242812584559,3.637988455158912,6.829851885864211,28.529550769465963,0.00010676105382878826,0.026934074550772028,-3.3976197357266096e-11,6.606480014173285,-1.6663363198503784,9.388721123060965e-5,-9.850422188440472,0.9672947707469802,-0.24397839773057275,1.374659550416112e-5,3.1500288633340623
